Year,Task,Next.Year,Next.Task,label1,label2,label
1987,214,1988,214,214 (Yr 1987),214 (Yr 1988),214 (Yr 1938)
1987,215,1988,215,215 (Yr 1987),215 (Yr 1988),215 (Yr 1938)
1987,216,1988,216,216 (Yr 1987),216 (Yr 1988),216 (Yr 1970)
1987,217,1988,217,217 (Yr 1987),217 (Yr 1988),217 (Yr 1938)
1987,218,1988,218,218 (Yr 1987),218 (Yr 1988),218 (Yr 1938)
1987,219,1988,219,219 (Yr 1987),219 (Yr 1988),219 (Yr 1980)
1987,220,1988,220,220 (Yr 1987),220 (Yr 1988),220 (Yr 1938)
1987,221,1988,221,221 (Yr 1987),221 (Yr 1988),221 (Yr 1938)
1987,224,1988,224,224 (Yr 1987),224 (Yr 1988),224 (Yr 1972)
1987,225,1988,225,225 (Yr 1987),225 (Yr 1988),225 (Yr 1972)
1987,226,1988,226,226 (Yr 1987),226 (Yr 1988),226 (Yr 1970)
1987,227,1988,227,227 (Yr 1987),227 (Yr 1988),227 (Yr 1977)
1987,228,1988,228,228 (Yr 1987),228 (Yr 1988),228 (Yr 1979)
1987,245,1988,245,245 (Yr 1987),245 (Yr 1988),245 (Yr 1981)
1987,250,1988,250,250 (Yr 1987),250 (Yr 1988),250 (Yr 1969)
1987,261,1988,261,261 (Yr 1987),261 (Yr 1988),261 (Yr 1949)
1987,261a,1988,261a,261a (Yr 1987),261a (Yr 1988),261a (Yr 1976)
1987,261b,1988,261b,261b (Yr 1987),261b (Yr 1988),261b (Yr 1978)
1987,262,1988,262,262 (Yr 1987),262 (Yr 1988),262 (Yr 1949)
1987,263,1988,263,263 (Yr 1987),263 (Yr 1988),263 (Yr 1949)
1987,264,1988,264,264 (Yr 1987),264 (Yr 1988),264 (Yr 1967)
1987,264a,1988,264a,264a (Yr 1987),264a (Yr 1988),264a (Yr 1979)
1987,264b,1988,264b,264b (Yr 1987),264b (Yr 1988),264b (Yr 1980)
1987,265,1988,265,265 (Yr 1987),265 (Yr 1988),265 (Yr 1968)
1987,266,1988,266,266 (Yr 1987),266 (Yr 1988),266 (Yr 1974)
1987,267,1988,267,267 (Yr 1987),267 (Yr 1988),267 (Yr 1977)
1987,268,1988,268,268 (Yr 1987),268 (Yr 1988),268 (Yr 1978)
1987,269,1988,269,269 (Yr 1987),269 (Yr 1988),269 (Yr 1971)
1987,269a,1988,269a,269a (Yr 1987),269a (Yr 1988),269a (Yr 1984)
1987,269b,1988,269b,269b (Yr 1987),269b (Yr 1988),269b (Yr 1984)
1987,270,1988,270,270 (Yr 1987),270 (Yr 1988),270 (Yr 1959)
1987,271,1988,271,271 (Yr 1987),271 (Yr 1988),271 (Yr 1949)
1987,272,1988,272,272 (Yr 1987),272 (Yr 1988),272 (Yr 1949)
1987,281,1988,281,281 (Yr 1987),281 (Yr 1988),281 (Yr 1949)
1988,201,1989,201,201 (Yr 1988),201 (Yr 1989),201 (Yr 1938)
1988,202,1989,202,202 (Yr 1988),202 (Yr 1989),202 (Yr 1976)
1988,203,1989,203,203 (Yr 1988),203 (Yr 1989),203 (Yr 1977)
1988,204,1989,204,204 (Yr 1988),204 (Yr 1989),204 (Yr 1981)
1988,205,1989,205,205 (Yr 1988),205 (Yr 1989),205 (Yr 1980)
1988,207,1989,207,207 (Yr 1988),207 (Yr 1989),207 (Yr 1969)
1988,208,1989,208,208 (Yr 1988),208 (Yr 1989),208 (Yr 1938)
1988,209,1989,209,209 (Yr 1988),209 (Yr 1989),209 (Yr 1938)
1988,210,1989,210,210 (Yr 1988),210 (Yr 1989),210 (Yr 1938)
1988,211,1989,211,211 (Yr 1988),211 (Yr 1989),211 (Yr 1980)
1988,212,1989,212,212 (Yr 1988),212 (Yr 1989),212 (Yr 1980)
1988,213,1989,213,213 (Yr 1988),213 (Yr 1989),213 (Yr 1982)
1988,214,1989,214,214 (Yr 1988),214 (Yr 1989),214 (Yr 1938)
1988,215,1989,215,215 (Yr 1988),215 (Yr 1989),215 (Yr 1938)
1988,216,1989,216,216 (Yr 1988),216 (Yr 1989),216 (Yr 1970)
1988,217,1989,217,217 (Yr 1988),217 (Yr 1989),217 (Yr 1938)
1988,218,1989,218,218 (Yr 1988),218 (Yr 1989),218 (Yr 1938)
1988,219,1989,219,219 (Yr 1988),219 (Yr 1989),219 (Yr 1980)
1988,220,1989,220,220 (Yr 1988),220 (Yr 1989),220 (Yr 1938)
1988,221,1989,221,221 (Yr 1988),221 (Yr 1989),221 (Yr 1938)
1988,224,1989,224,224 (Yr 1988),224 (Yr 1989),224 (Yr 1972)
1988,225,1989,225,225 (Yr 1988),225 (Yr 1989),225 (Yr 1972)
1988,226,1989,226,226 (Yr 1988),226 (Yr 1989),226 (Yr 1970)
1988,227,1989,227,227 (Yr 1988),227 (Yr 1989),227 (Yr 1977)
1988,228,1989,228,228 (Yr 1988),228 (Yr 1989),228 (Yr 1979)
1988,245,1989,245,245 (Yr 1988),245 (Yr 1989),245 (Yr 1981)
1988,250,1989,250,250 (Yr 1988),250 (Yr 1989),250 (Yr 1969)
1988,261,1989,261,261 (Yr 1988),261 (Yr 1989),261 (Yr 1949)
1988,261a,1989,261a,261a (Yr 1988),261a (Yr 1989),261a (Yr 1976)
1988,261b,1989,261b,261b (Yr 1988),261b (Yr 1989),261b (Yr 1978)
1988,262,1989,262,262 (Yr 1988),262 (Yr 1989),262 (Yr 1949)
1988,263,1989,263,263 (Yr 1988),263 (Yr 1989),263 (Yr 1949)
1988,264,1989,264,264 (Yr 1988),264 (Yr 1989),264 (Yr 1967)
1988,264a,1989,264a,264a (Yr 1988),264a (Yr 1989),264a (Yr 1979)
1988,264b,1989,264b,264b (Yr 1988),264b (Yr 1989),264b (Yr 1980)
1988,265,1989,265,265 (Yr 1988),265 (Yr 1989),265 (Yr 1968)
1988,266,1989,266,266 (Yr 1988),266 (Yr 1989),266 (Yr 1974)
1988,267,1989,267,267 (Yr 1988),267 (Yr 1989),267 (Yr 1977)
1988,268,1989,268,268 (Yr 1988),268 (Yr 1989),268 (Yr 1978)
1988,269,1989,269,269 (Yr 1988),269 (Yr 1989),269 (Yr 1971)
1988,269a,1989,269a,269a (Yr 1988),269a (Yr 1989),269a (Yr 1984)
1988,269b,1989,269b,269b (Yr 1988),269b (Yr 1989),269b (Yr 1984)
1988,270,1989,270,270 (Yr 1988),270 (Yr 1989),270 (Yr 1959)
1988,271,1989,271,271 (Yr 1988),271 (Yr 1989),271 (Yr 1949)
1988,272,1989,272,272 (Yr 1988),272 (Yr 1989),272 (Yr 1949)
1988,281,1989,281,281 (Yr 1988),281 (Yr 1989),281 (Yr 1949)
1989,201,1990,201,201 (Yr 1989),201 (Yr 1990),201 (Yr 1938)
1989,202,1990,202,202 (Yr 1989),202 (Yr 1990),202 (Yr 1976)
1989,203,1990,203,203 (Yr 1989),203 (Yr 1990),203 (Yr 1977)
1989,204,1990,204,204 (Yr 1989),204 (Yr 1990),204 (Yr 1981)
1989,205,1990,205,205 (Yr 1989),205 (Yr 1990),205 (Yr 1980)
1989,207,1990,207,207 (Yr 1989),207 (Yr 1990),207 (Yr 1969)
1989,208,1990,208,208 (Yr 1989),208 (Yr 1990),208 (Yr 1938)
1989,209,1990,209,209 (Yr 1989),209 (Yr 1990),209 (Yr 1938)
1989,210,1990,210,210 (Yr 1989),210 (Yr 1990),210 (Yr 1938)
1989,211,1990,211,211 (Yr 1989),211 (Yr 1990),211 (Yr 1980)
1989,212,1990,212,212 (Yr 1989),212 (Yr 1990),212 (Yr 1980)
1989,213,1990,213,213 (Yr 1989),213 (Yr 1990),213 (Yr 1982)
1989,214,1990,214,214 (Yr 1989),214 (Yr 1990),214 (Yr 1938)
1989,215,1990,215,215 (Yr 1989),215 (Yr 1990),215 (Yr 1938)
1989,216,1990,216,216 (Yr 1989),216 (Yr 1990),216 (Yr 1970)
1989,217,1990,217,217 (Yr 1989),217 (Yr 1990),217 (Yr 1938)
1989,218,1990,218,218 (Yr 1989),218 (Yr 1990),218 (Yr 1938)
1989,219,1990,219,219 (Yr 1989),219 (Yr 1990),219 (Yr 1980)
1989,220,1990,220,220 (Yr 1989),220 (Yr 1990),220 (Yr 1938)
1989,221,1990,221,221 (Yr 1989),221 (Yr 1990),221 (Yr 1938)
1989,224,1990,224,224 (Yr 1989),224 (Yr 1990),224 (Yr 1972)
1989,225,1990,225,225 (Yr 1989),225 (Yr 1990),225 (Yr 1972)
1989,226,1990,226,226 (Yr 1989),226 (Yr 1990),226 (Yr 1970)
1989,227,1990,227,227 (Yr 1989),227 (Yr 1990),227 (Yr 1977)
1989,228,1990,228,228 (Yr 1989),228 (Yr 1990),228 (Yr 1979)
1989,229,1990,229,229 (Yr 1989),229 (Yr 1990),229 (Yr 1989)
1989,245,1990,245,245 (Yr 1989),245 (Yr 1990),245 (Yr 1981)
1989,250,1990,250,250 (Yr 1989),250 (Yr 1990),250 (Yr 1969)
1989,261,1990,261,261 (Yr 1989),261 (Yr 1990),261 (Yr 1949)
1989,261a,1990,261a,261a (Yr 1989),261a (Yr 1990),261a (Yr 1976)
1989,261b,1990,261b,261b (Yr 1989),261b (Yr 1990),261b (Yr 1978)
1989,262,1990,262,262 (Yr 1989),262 (Yr 1990),262 (Yr 1949)
1989,263,1990,263,263 (Yr 1989),263 (Yr 1990),263 (Yr 1949)
1989,264,1990,264,264 (Yr 1989),264 (Yr 1990),264 (Yr 1967)
1989,264a,1990,264a,264a (Yr 1989),264a (Yr 1990),264a (Yr 1979)
1989,264b,1990,264b,264b (Yr 1989),264b (Yr 1990),264b (Yr 1980)
1989,265,1990,265,265 (Yr 1989),265 (Yr 1990),265 (Yr 1968)
1989,266,1990,266,266 (Yr 1989),266 (Yr 1990),266 (Yr 1974)
1989,267,1990,267,267 (Yr 1989),267 (Yr 1990),267 (Yr 1977)
1989,268,1990,268,268 (Yr 1989),268 (Yr 1990),268 (Yr 1978)
1989,269,1990,269,269 (Yr 1989),269 (Yr 1990),269 (Yr 1971)
1989,269a,1990,269a,269a (Yr 1989),269a (Yr 1990),269a (Yr 1984)
1989,269b,1990,269b,269b (Yr 1989),269b (Yr 1990),269b (Yr 1984)
1989,270,1990,270,270 (Yr 1989),270 (Yr 1990),270 (Yr 1959)
1989,271,1990,271,271 (Yr 1989),271 (Yr 1990),271 (Yr 1949)
1989,272,1990,272,272 (Yr 1989),272 (Yr 1990),272 (Yr 1949)
1989,281,1990,281,281 (Yr 1989),281 (Yr 1990),281 (Yr 1949)
1990,201,1991,201,201 (Yr 1990),201 (Yr 1991),201 (Yr 1938)
1990,202,1991,202,202 (Yr 1990),202 (Yr 1991),202 (Yr 1976)
1990,203,1991,203,203 (Yr 1990),203 (Yr 1991),203 (Yr 1977)
1990,204,1991,204,204 (Yr 1990),204 (Yr 1991),204 (Yr 1981)
1990,205,1991,205,205 (Yr 1990),205 (Yr 1991),205 (Yr 1980)
1990,207,1991,207,207 (Yr 1990),207 (Yr 1991),207 (Yr 1969)
1990,208,1991,208,208 (Yr 1990),208 (Yr 1991),208 (Yr 1938)
1990,209,1991,209,209 (Yr 1990),209 (Yr 1991),209 (Yr 1938)
1990,210,1991,210,210 (Yr 1990),210 (Yr 1991),210 (Yr 1938)
1990,211,1991,211,211 (Yr 1990),211 (Yr 1991),211 (Yr 1980)
1990,212,1991,212,212 (Yr 1990),212 (Yr 1991),212 (Yr 1980)
1990,213,1991,213,213 (Yr 1990),213 (Yr 1991),213 (Yr 1982)
1990,214,1991,214,214 (Yr 1990),214 (Yr 1991),214 (Yr 1938)
1990,215,1991,215,215 (Yr 1990),215 (Yr 1991),215 (Yr 1938)
1990,216,1991,216,216 (Yr 1990),216 (Yr 1991),216 (Yr 1970)
1990,217,1991,217,217 (Yr 1990),217 (Yr 1991),217 (Yr 1938)
1990,218,1991,218,218 (Yr 1990),218 (Yr 1991),218 (Yr 1938)
1990,219,1991,219,219 (Yr 1990),219 (Yr 1991),219 (Yr 1980)
1990,220,1991,220,220 (Yr 1990),220 (Yr 1991),220 (Yr 1938)
1990,221,1991,221,221 (Yr 1990),221 (Yr 1991),221 (Yr 1938)
1990,224,1991,224,224 (Yr 1990),224 (Yr 1991),224 (Yr 1972)
1990,225,1991,225,225 (Yr 1990),225 (Yr 1991),225 (Yr 1972)
1990,226,1991,226,226 (Yr 1990),226 (Yr 1991),226 (Yr 1970)
1990,227,1991,227,227 (Yr 1990),227 (Yr 1991),227 (Yr 1977)
1990,228,1991,228,228 (Yr 1990),228 (Yr 1991),228 (Yr 1979)
1990,229,1991,229,229 (Yr 1990),229 (Yr 1991),229 (Yr 1989)
1990,245,1991,245,245 (Yr 1990),245 (Yr 1991),245 (Yr 1981)
1990,250,1991,250,250 (Yr 1990),250 (Yr 1991),250 (Yr 1969)
1990,261,1991,261,261 (Yr 1990),261 (Yr 1991),261 (Yr 1949)
1990,261a,1991,261a,261a (Yr 1990),261a (Yr 1991),261a (Yr 1976)
1990,261b,1991,261b,261b (Yr 1990),261b (Yr 1991),261b (Yr 1978)
1990,262,1991,262,262 (Yr 1990),262 (Yr 1991),262 (Yr 1949)
1990,263,1991,263,263 (Yr 1990),263 (Yr 1991),263 (Yr 1949)
1990,264,1991,264,264 (Yr 1990),264 (Yr 1991),264 (Yr 1967)
1990,264a,1991,264a,264a (Yr 1990),264a (Yr 1991),264a (Yr 1979)
1990,264b,1991,264b,264b (Yr 1990),264b (Yr 1991),264b (Yr 1980)
1990,265,1991,265,265 (Yr 1990),265 (Yr 1991),265 (Yr 1968)
1990,266,1991,266,266 (Yr 1990),266 (Yr 1991),266 (Yr 1974)
1990,267,1991,267,267 (Yr 1990),267 (Yr 1991),267 (Yr 1977)
1990,268,1991,268,268 (Yr 1990),268 (Yr 1991),268 (Yr 1978)
1990,269,1991,269,269 (Yr 1990),269 (Yr 1991),269 (Yr 1971)
1990,269a,1991,269a,269a (Yr 1990),269a (Yr 1991),269a (Yr 1984)
1990,269b,1991,269b,269b (Yr 1990),269b (Yr 1991),269b (Yr 1984)
1990,270,1991,270,270 (Yr 1990),270 (Yr 1991),270 (Yr 1959)
1990,271,1991,271,271 (Yr 1990),271 (Yr 1991),271 (Yr 1949)
1990,272,1991,272,272 (Yr 1990),272 (Yr 1991),272 (Yr 1949)
1990,281,1991,281,281 (Yr 1990),281 (Yr 1991),281 (Yr 1949)
1991,201,1992,201,201 (Yr 1991),201 (Yr 1992),201 (Yr 1938)
1991,202,1992,202,202 (Yr 1991),202 (Yr 1992),202 (Yr 1976)
1991,203,1992,203,203 (Yr 1991),203 (Yr 1992),203 (Yr 1977)
1991,204,1992,204,204 (Yr 1991),204 (Yr 1992),204 (Yr 1981)
1991,205,1992,205,205 (Yr 1991),205 (Yr 1992),205 (Yr 1980)
1991,207,1992,207,207 (Yr 1991),207 (Yr 1992),207 (Yr 1969)
1991,208,1992,208,208 (Yr 1991),208 (Yr 1992),208 (Yr 1938)
1991,209,1992,209,209 (Yr 1991),209 (Yr 1992),209 (Yr 1938)
1991,210,1992,210,210 (Yr 1991),210 (Yr 1992),210 (Yr 1938)
1991,211,1992,211,211 (Yr 1991),211 (Yr 1992),211 (Yr 1980)
1991,212,1992,212,212 (Yr 1991),212 (Yr 1992),212 (Yr 1980)
1991,213,1992,213,213 (Yr 1991),213 (Yr 1992),213 (Yr 1982)
1991,214,1992,214,214 (Yr 1991),214 (Yr 1992),214 (Yr 1938)
1991,215,1992,215,215 (Yr 1991),215 (Yr 1992),215 (Yr 1938)
1991,216,1992,NA,216 (Yr 1991),NA,216 (Yr 1970)
1991,217,1992,217,217 (Yr 1991),217 (Yr 1992),217 (Yr 1938)
1991,218,1992,218,218 (Yr 1991),218 (Yr 1992),218 (Yr 1938)
1991,219,1992,219,219 (Yr 1991),219 (Yr 1992),219 (Yr 1980)
1991,220,1992,220,220 (Yr 1991),220 (Yr 1992),220 (Yr 1938)
1991,221,1992,221,221 (Yr 1991),221 (Yr 1992),221 (Yr 1938)
1991,224,1992,224,224 (Yr 1991),224 (Yr 1992),224 (Yr 1972)
1991,225,1992,225,225 (Yr 1991),225 (Yr 1992),225 (Yr 1972)
1991,226,1992,226,226 (Yr 1991),226 (Yr 1992),226 (Yr 1970)
1991,227,1992,227,227 (Yr 1991),227 (Yr 1992),227 (Yr 1977)
1991,228,1992,228,228 (Yr 1991),228 (Yr 1992),228 (Yr 1979)
1991,229,1992,229,229 (Yr 1991),229 (Yr 1992),229 (Yr 1989)
1991,245,1992,245,245 (Yr 1991),245 (Yr 1992),245 (Yr 1981)
1991,250,1992,250,250 (Yr 1991),250 (Yr 1992),250 (Yr 1969)
1991,261,1992,261,261 (Yr 1991),261 (Yr 1992),261 (Yr 1949)
1991,261a,1992,261a,261a (Yr 1991),261a (Yr 1992),261a (Yr 1976)
1991,261b,1992,261b,261b (Yr 1991),261b (Yr 1992),261b (Yr 1978)
1991,262,1992,262,262 (Yr 1991),262 (Yr 1992),262 (Yr 1949)
1991,263,1992,263,263 (Yr 1991),263 (Yr 1992),263 (Yr 1949)
1991,264,1992,264,264 (Yr 1991),264 (Yr 1992),264 (Yr 1967)
1991,264a,1992,264a,264a (Yr 1991),264a (Yr 1992),264a (Yr 1979)
1991,264b,1992,264b,264b (Yr 1991),264b (Yr 1992),264b (Yr 1980)
1991,265,1992,265,265 (Yr 1991),265 (Yr 1992),265 (Yr 1968)
1991,266,1992,266,266 (Yr 1991),266 (Yr 1992),266 (Yr 1974)
1991,267,1992,267,267 (Yr 1991),267 (Yr 1992),267 (Yr 1977)
1991,268,1992,268,268 (Yr 1991),268 (Yr 1992),268 (Yr 1978)
1991,269,1992,269,269 (Yr 1991),269 (Yr 1992),269 (Yr 1971)
1991,269a,1992,269a,269a (Yr 1991),269a (Yr 1992),269a (Yr 1984)
1991,269b,1992,269b,269b (Yr 1991),269b (Yr 1992),269b (Yr 1984)
1991,270,1992,270,270 (Yr 1991),270 (Yr 1992),270 (Yr 1959)
1991,271,1992,271,271 (Yr 1991),271 (Yr 1992),271 (Yr 1949)
1991,272,1992,272,272 (Yr 1991),272 (Yr 1992),272 (Yr 1949)
1991,281,1992,281,281 (Yr 1991),281 (Yr 1992),281 (Yr 1949)
1992,201,1993,201,201 (Yr 1992),201 (Yr 1993),201 (Yr 1938)
1992,202,1993,202,202 (Yr 1992),202 (Yr 1993),202 (Yr 1976)
1992,203,1993,203,203 (Yr 1992),203 (Yr 1993),203 (Yr 1977)
1992,204,1993,204,204 (Yr 1992),204 (Yr 1993),204 (Yr 1981)
1992,205,1993,205,205 (Yr 1992),205 (Yr 1993),205 (Yr 1980)
1992,207,1993,207,207 (Yr 1992),207 (Yr 1993),207 (Yr 1969)
1992,208,1993,208,208 (Yr 1992),208 (Yr 1993),208 (Yr 1938)
1992,209,1993,209,209 (Yr 1992),209 (Yr 1993),209 (Yr 1938)
1992,210,1993,210,210 (Yr 1992),210 (Yr 1993),210 (Yr 1938)
1992,211,1993,211,211 (Yr 1992),211 (Yr 1993),211 (Yr 1980)
1992,212,1993,212,212 (Yr 1992),212 (Yr 1993),212 (Yr 1980)
1992,213,1993,213,213 (Yr 1992),213 (Yr 1993),213 (Yr 1982)
1992,214,1993,214,214 (Yr 1992),214 (Yr 1993),214 (Yr 1938)
1992,215,1993,215,215 (Yr 1992),215 (Yr 1993),215 (Yr 1938)
1992,216,1993,216,216 (Yr 1992),216 (Yr 1993),216 (Yr 1992)
1992,217,1993,NA,217 (Yr 1992),NA,217 (Yr 1938)
1992,218,1993,218,218 (Yr 1992),218 (Yr 1993),218 (Yr 1938)
1992,219,1993,219,219 (Yr 1992),219 (Yr 1993),219 (Yr 1980)
1992,220,1993,220,220 (Yr 1992),220 (Yr 1993),220 (Yr 1938)
1992,221,1993,221,221 (Yr 1992),221 (Yr 1993),221 (Yr 1938)
1992,224,1993,224,224 (Yr 1992),224 (Yr 1993),224 (Yr 1972)
1992,225,1993,225,225 (Yr 1992),225 (Yr 1993),225 (Yr 1972)
1992,226,1993,226,226 (Yr 1992),226 (Yr 1993),226 (Yr 1970)
1992,227,1993,227,227 (Yr 1992),227 (Yr 1993),227 (Yr 1977)
1992,228,1993,228,228 (Yr 1992),228 (Yr 1993),228 (Yr 1979)
1992,229,1993,229,229 (Yr 1992),229 (Yr 1993),229 (Yr 1989)
1992,245,1993,245,245 (Yr 1992),245 (Yr 1993),245 (Yr 1981)
1992,250,1993,250,250 (Yr 1992),250 (Yr 1993),250 (Yr 1969)
1992,261,1993,261,261 (Yr 1992),261 (Yr 1993),261 (Yr 1949)
1992,261a,1993,261a,261a (Yr 1992),261a (Yr 1993),261a (Yr 1976)
1992,261b,1993,261b,261b (Yr 1992),261b (Yr 1993),261b (Yr 1978)
1992,262,1993,262,262 (Yr 1992),262 (Yr 1993),262 (Yr 1949)
1992,263,1993,263,263 (Yr 1992),263 (Yr 1993),263 (Yr 1949)
1992,264,1993,264,264 (Yr 1992),264 (Yr 1993),264 (Yr 1967)
1992,264a,1993,264a,264a (Yr 1992),264a (Yr 1993),264a (Yr 1979)
1992,264b,1993,264b,264b (Yr 1992),264b (Yr 1993),264b (Yr 1980)
1992,265,1993,265,265 (Yr 1992),265 (Yr 1993),265 (Yr 1968)
1992,266,1993,266,266 (Yr 1992),266 (Yr 1993),266 (Yr 1974)
1992,267,1993,267,267 (Yr 1992),267 (Yr 1993),267 (Yr 1977)
1992,268,1993,268,268 (Yr 1992),268 (Yr 1993),268 (Yr 1978)
1992,269,1993,269,269 (Yr 1992),269 (Yr 1993),269 (Yr 1971)
1992,269a,1993,269a,269a (Yr 1992),269a (Yr 1993),269a (Yr 1984)
1992,269b,1993,269b,269b (Yr 1992),269b (Yr 1993),269b (Yr 1984)
1992,270,1993,270,270 (Yr 1992),270 (Yr 1993),270 (Yr 1959)
1992,271,1993,271,271 (Yr 1992),271 (Yr 1993),271 (Yr 1949)
1992,272,1993,272,272 (Yr 1992),272 (Yr 1993),272 (Yr 1949)
1992,281,1993,281,281 (Yr 1992),281 (Yr 1993),281 (Yr 1949)
1993,201,1994,201,201 (Yr 1993),201 (Yr 1994),201 (Yr 1938)
1993,202,1994,202,202 (Yr 1993),202 (Yr 1994),202 (Yr 1976)
1993,203,1994,203,203 (Yr 1993),203 (Yr 1994),203 (Yr 1977)
1993,204,1994,204,204 (Yr 1993),204 (Yr 1994),204 (Yr 1981)
1993,205,1994,205,205 (Yr 1993),205 (Yr 1994),205 (Yr 1980)
1993,206,1994,206,206 (Yr 1993),206 (Yr 1994),206 (Yr 1993)
1993,207,1994,207,207 (Yr 1993),207 (Yr 1994),207 (Yr 1969)
1993,208,1994,208,208 (Yr 1993),208 (Yr 1994),208 (Yr 1938)
1993,209,1994,209,209 (Yr 1993),209 (Yr 1994),209 (Yr 1938)
1993,210,1994,210,210 (Yr 1993),210 (Yr 1994),210 (Yr 1938)
1993,211,1994,211,211 (Yr 1993),211 (Yr 1994),211 (Yr 1980)
1993,212,1994,212,212 (Yr 1993),212 (Yr 1994),212 (Yr 1980)
1993,213,1994,213,213 (Yr 1993),213 (Yr 1994),213 (Yr 1982)
1993,214,1994,214,214 (Yr 1993),214 (Yr 1994),214 (Yr 1938)
1993,215,1994,215,215 (Yr 1993),215 (Yr 1994),215 (Yr 1938)
1993,216,1994,216,216 (Yr 1993),216 (Yr 1994),216 (Yr 1992)
1993,217,1994,217,217 (Yr 1993),217 (Yr 1994),217 (Yr 1993)
1993,218,1994,218,218 (Yr 1993),218 (Yr 1994),218 (Yr 1938)
1993,219,1994,219,219 (Yr 1993),219 (Yr 1994),219 (Yr 1980)
1993,220,1994,220,220 (Yr 1993),220 (Yr 1994),220 (Yr 1938)
1993,221,1994,221,221 (Yr 1993),221 (Yr 1994),221 (Yr 1938)
1993,224,1994,224,224 (Yr 1993),224 (Yr 1994),224 (Yr 1972)
1993,225,1994,225,225 (Yr 1993),225 (Yr 1994),225 (Yr 1972)
1993,226,1994,226,226 (Yr 1993),226 (Yr 1994),226 (Yr 1970)
1993,227,1994,227,227 (Yr 1993),227 (Yr 1994),227 (Yr 1977)
1993,228,1994,228,228 (Yr 1993),228 (Yr 1994),228 (Yr 1979)
1993,229,1994,229,229 (Yr 1993),229 (Yr 1994),229 (Yr 1989)
1993,230,1994,230,230 (Yr 1993),230 (Yr 1994),230 (Yr 1993)
1993,245,1994,245,245 (Yr 1993),245 (Yr 1994),245 (Yr 1981)
1993,250,1994,250,250 (Yr 1993),250 (Yr 1994),250 (Yr 1969)
1993,261,1994,261,261 (Yr 1993),261 (Yr 1994),261 (Yr 1949)
1993,261a,1994,261a,261a (Yr 1993),261a (Yr 1994),261a (Yr 1976)
1993,261b,1994,261b,261b (Yr 1993),261b (Yr 1994),261b (Yr 1978)
1993,262,1994,262,262 (Yr 1993),262 (Yr 1994),262 (Yr 1949)
1993,263,1994,263,263 (Yr 1993),263 (Yr 1994),263 (Yr 1949)
1993,264,1994,264,264 (Yr 1993),264 (Yr 1994),264 (Yr 1967)
1993,264a,1994,264a,264a (Yr 1993),264a (Yr 1994),264a (Yr 1979)
1993,264b,1994,264b,264b (Yr 1993),264b (Yr 1994),264b (Yr 1980)
1993,265,1994,265,265 (Yr 1993),265 (Yr 1994),265 (Yr 1968)
1993,266,1994,266,266 (Yr 1993),266 (Yr 1994),266 (Yr 1974)
1993,267,1994,267,267 (Yr 1993),267 (Yr 1994),267 (Yr 1977)
1993,268,1994,268,268 (Yr 1993),268 (Yr 1994),268 (Yr 1978)
1993,269,1994,269,269 (Yr 1993),269 (Yr 1994),269 (Yr 1971)
1993,269a,1994,269a,269a (Yr 1993),269a (Yr 1994),269a (Yr 1984)
1993,269b,1994,269b,269b (Yr 1993),269b (Yr 1994),269b (Yr 1984)
1993,270,1994,270,270 (Yr 1993),270 (Yr 1994),270 (Yr 1959)
1993,271,1994,271,271 (Yr 1993),271 (Yr 1994),271 (Yr 1949)
1993,272,1994,272,272 (Yr 1993),272 (Yr 1994),272 (Yr 1949)
1993,281,1994,281,281 (Yr 1993),281 (Yr 1994),281 (Yr 1949)
1994,201,1995,201,201 (Yr 1994),201 (Yr 1995),201 (Yr 1938)
1994,202,1995,202,202 (Yr 1994),202 (Yr 1995),202 (Yr 1976)
1994,203,1995,203,203 (Yr 1994),203 (Yr 1995),203 (Yr 1977)
1994,204,1995,204,204 (Yr 1994),204 (Yr 1995),204 (Yr 1981)
1994,205,1995,205,205 (Yr 1994),205 (Yr 1995),205 (Yr 1980)
1994,206,1995,206,206 (Yr 1994),206 (Yr 1995),206 (Yr 1993)
1994,207,1995,207,207 (Yr 1994),207 (Yr 1995),207 (Yr 1969)
1994,208,1995,208,208 (Yr 1994),208 (Yr 1995),208 (Yr 1938)
1994,209,1995,209,209 (Yr 1994),209 (Yr 1995),209 (Yr 1938)
1994,210,1995,210,210 (Yr 1994),210 (Yr 1995),210 (Yr 1938)
1994,211,1995,211,211 (Yr 1994),211 (Yr 1995),211 (Yr 1980)
1994,212,1995,212,212 (Yr 1994),212 (Yr 1995),212 (Yr 1980)
1994,213,1995,213,213 (Yr 1994),213 (Yr 1995),213 (Yr 1982)
1994,214,1995,214,214 (Yr 1994),214 (Yr 1995),214 (Yr 1938)
1994,215,1995,215,215 (Yr 1994),215 (Yr 1995),215 (Yr 1938)
1994,216,1995,216,216 (Yr 1994),216 (Yr 1995),216 (Yr 1992)
1994,217,1995,217,217 (Yr 1994),217 (Yr 1995),217 (Yr 1993)
1994,218,1995,218,218 (Yr 1994),218 (Yr 1995),218 (Yr 1938)
1994,219,1995,219,219 (Yr 1994),219 (Yr 1995),219 (Yr 1980)
1994,220,1995,220,220 (Yr 1994),220 (Yr 1995),220 (Yr 1938)
1994,221,1995,221,221 (Yr 1994),221 (Yr 1995),221 (Yr 1938)
1994,224,1995,224,224 (Yr 1994),224 (Yr 1995),224 (Yr 1972)
