Year,Task,label,Action,TaskLabel
1996,221,221 (Yr 1938),Other,CFR 12 221 (1938)
1996,224,224 (Yr 1972),Other,CFR 12 224 (1972)
1996,225,225 (Yr 1972),Modification,CFR 12 225 (1972)
1996,225,225 (Yr 1972),Addition,CFR 12 225 (1972)
1996,226,226 (Yr 1970),Other,CFR 12 226 (1970)
1996,226,226 (Yr 1970),Modification,CFR 12 226 (1970)
1996,226,226 (Yr 1970),Modification,CFR 12 226 (1970)
1996,229,229 (Yr 1989),Modification,CFR 12 229 (1989)
1996,245,245 (Yr 1981),Deletion,CFR 12 245 (1981)
1996,250,250 (Yr 1969),Modification,CFR 12 250 (1969)
1996,263,263 (Yr 1949),Modification,CFR 12 263 (1949)
1996,264,264 (Yr 1967),Modification,CFR 12 264 (1967)
1997,202,202 (Yr 1976),Addition,CFR 12 202 (1976)
1997,203,203 (Yr 1977),Modification,CFR 12 203 (1977)
1997,203,203 (Yr 1977),Modification,CFR 12 203 (1977)
1997,203,203 (Yr 1977),Modification,CFR 12 203 (1977)
1997,203,203 (Yr 1977),Modification,CFR 12 203 (1977)
1997,205,205 (Yr 1980),Modification,CFR 12 205 (1980)
1997,207,207 (Yr 1969),Other,CFR 12 207 (1969)
1997,208,208 (Yr 1938),Modification,CFR 12 208 (1938)
1997,208,208 (Yr 1938),Modification,CFR 12 208 (1938)
1997,208,208 (Yr 1938),Modification,CFR 12 208 (1938)
1997,211,211 (Yr 1980),Modification,CFR 12 211 (1980)
1997,213,213 (Yr 1982),Modification,CFR 12 213 (1982)
1997,213,213 (Yr 1982),Other,CFR 12 213 (1982)
1997,213,213 (Yr 1982),Modification,CFR 12 213 (1982)
1997,220,220 (Yr 1938),Other,CFR 12 220 (1938)
1997,221,221 (Yr 1938),Other,CFR 12 221 (1938)
1997,224,224 (Yr 1972),Other,CFR 12 224 (1972)
1997,225,225 (Yr 1972),Modification,CFR 12 225 (1972)
1997,225,225 (Yr 1972),Modification,CFR 12 225 (1972)
1997,226,226 (Yr 1970),Modification,CFR 12 226 (1970)
1997,226,226 (Yr 1970),Modification,CFR 12 226 (1970)
1997,226,226 (Yr 1970),Modification,CFR 12 226 (1970)
1997,229,229 (Yr 1989),Modification,CFR 12 229 (1989)
1997,229,229 (Yr 1989),Modification,CFR 12 229 (1989)
1997,229,229 (Yr 1989),Modification,CFR 12 229 (1989)
1997,261,261 (Yr 1997),Modification,CFR 12 261 (1997)
1997,261,261 (Yr 1997),Modification,CFR 12 261 (1997)
1997,271,271 (Yr 1949),Modification,CFR 12 271 (1949)
